Output Folder,Use File,X0,Y0,X1,Y1,X2,Y2
output9,use0,823.37967914,607.82887701,948.64171123,443.55080214,597.4973262,1047.27272727
output9,use1,663.20855615,640.68449198,831.59358289,474.35294118,560.53475936,1047.27272727
output9,use2,490.71657754,751.57219251,443.48663102,712.55614973,548.21390374,1034.95187166
output9,use3,453.7540107,848.0855615,293.5828877,948.70588235,498.93048128,1032.89839572
output9,use4,478.39572193,856.29946524,375.72192513,948.70588235,498.93048128,1022.63101604
output9,use5,472.0,824.0,341.0,873.0,543.0,1048.0
output9,use6,638.56684492,663.27272727,817.21925134,462.03208556,558.48128342,1051.37967914
output10,use0,733.02673797,609.88235294,917.83957219,453.81818182,566.69518717,1022.63101604
output10,use1,589.28342246,675.59358289,712.49197861,564.70588235,554.37433155,1032.89839572
output10,use2,490.71657754,768.0,330.54545455,831.65775401,548.21390374,1051.37967914
output10,use3,462.0,855.0,379.0,936.0,510.0,1027.0
output10,use4,443.48663102,866.56684492,351.0802139,952.81283422,523.57219251,1041.11229947
output10,use5,499.0,779.0,405.0,797.0,543.0,1048.0
output10,use6,681.68983957,622.20320856,860.34224599,468.19251337,564.64171123,1039.05882353
output11,use0,755.61497326,601.6684492,936.32085561,455.87165775,572.85561497,1051.37967914
output11,use1,579.01604278,640.68449198,706.3315508,521.5828877,564.64171123,1047.27272727
output11,use2,466.07486631,757.73262032,351.0802139,782.37433155,564.64171123,1039.05882353
output11,use3,461.96791444,856.29946524,355.18716578,977.45454545,505.09090909,1039.05882353
output11,use4,455.80748663,843.97860963,369.56149733,977.45454545,521.51871658,1034.95187166
output11,use5,469.0,800.0,329.0,847.0,543.0,1048.0
output11,use6,665.26203209,644.79144385,788.47058824,466.13903743,576.96256684,1045.21925134
output12,use0,774.09625668,616.04278075,928.10695187,455.87165775,583.12299465,1028.79144385
output12,use1,609.81818182,659.1657754,776.14973262,511.31550802,560.53475936,1059.59358289
output12,use2,515.35828877,743.35828877,394.20320856,745.41176471,560.53475936,1053.43315508
output12,use3,441.43315508,848.0855615,318.22459893,942.54545455,505.09090909,1028.79144385
output12,use4,480.44919786,841.92513369,373.6684492,946.65240642,505.09090909,1045.21925134
output12,use5,468.0,811.0,319.0,865.0,543.0,1048.0
output12,use6,626.2459893,669.43315508,743.29411765,496.94117647,560.53475936,1039.05882353
output13,use0,786.4171123,591.40106952,934.26737968,462.03208556,589.28342246,1047.27272727
output13,use1,632.40641711,669.43315508,811.05882353,535.95721925,597.4973262,1022.63101604
output13,use2,518.0,741.0,456.0,780.0,565.0,1046.0
output13,use3,471.0,841.0,363.0,922.0,510.0,1027.0
output13,use4,481.0,836.0,415.0,915.0,508.0,1015.0
output13,use5,461.0,792.0,333.0,856.0,543.0,1048.0
output13,use6,836.0,583.0,878.0,690.0,881.0,1027.0
output14,use0,792.57754011,609.88235294,942.48128342,429.17647059,589.28342246,1026.73796791
output14,use1,587.0,651.0,708.0,550.0,597.0,1046.0
output14,use2,472.23529412,726.93048128,330.54545455,745.41176471,554.37433155,1026.73796791
output14,use3,452.0,858.0,351.0,926.0,510.0,1027.0
output14,use4,461.96791444,843.97860963,367.50802139,948.70588235,496.87700535,1039.05882353
output14,use5,455.0,805.0,311.0,869.0,543.0,1048.0
output14,use6,632.40641711,644.79144385,757.6684492,490.78074866,566.69518717,1039.05882353
output15,use0,712.49197861,566.75935829,893.19786096,431.22994652,595.44385027,1004.14973262
output15,use1,542.05347594,628.36363636,632.40641711,515.42245989,560.53475936,1039.05882353
output15,use2,466.07486631,737.19786096,324.38502674,782.37433155,558.48128342,1047.27272727
output15,use3,478.39572193,813.17647059,355.18716578,934.3315508,498.93048128,1051.37967914
output15,use4,466.07486631,837.81818182,367.50802139,936.38502674,511.2513369,1028.79144385
output15,use5,490.71657754,782.37433155,367.50802139,835.76470588,540.0,1014.4171123
output15,use6,733.02673797,616.04278075,915.78609626,474.35294118,560.53475936,1053.43315508
output16,use0,763.82887701,591.40106952,979.44385027,492.8342246,579.01604278,1063.70053476
output16,use1,571.0,638.0,706.0,562.0,597.0,1046.0
output16,use2,496.0,709.0,447.0,721.0,565.0,1046.0
output16,use3,453.7540107,813.17647059,281.26203209,924.06417112,505.09090909,1034.95187166
output16,use4,472.23529412,829.60427807,332.59893048,924.06417112,521.51871658,1041.11229947
output16,use5,466.0,812.0,338.0,866.0,543.0,1048.0
output16,use6,576.96256684,708.44919786,671.42245989,558.54545455,585.17647059,1022.63101604
output17,use0,914.0,538.0,863.0,582.0,897.0,1085.0
output17,use1,613.0,660.0,733.0,574.0,895.0,1072.0
output17,use2,472.23529412,733.09090909,375.72192513,749.51871658,570.80213904,1032.89839572
output17,use3,462.0,831.0,350.0,909.0,510.0,1031.0
output17,use4,486.60962567,835.76470588,379.82887701,940.49197861,511.2513369,1051.37967914
output17,use5,469.0,812.0,334.0,887.0,543.0,1048.0
output17,use6,572.85561497,712.55614973,677.5828877,572.9197861,558.48128342,1047.27272727
output18,use0,811.05882353,632.47058824,989.71122995,496.94117647,570.80213904,1034.95187166
output18,use1,683.74331551,663.27272727,866.5026738,552.38502674,583.12299465,1026.73796791
output18,use2,503.03743316,749.51871658,425.00534759,788.53475936,552.32085561,1063.70053476
output18,use3,443.48663102,866.56684492,318.22459893,973.34759358,505.09090909,1032.89839572
output18,use4,461.96791444,866.56684492,406.52406417,977.45454545,511.2513369,1032.89839572
output18,use5,449.64705882,848.0855615,301.79679144,948.70588235,529.73262032,1032.89839572
output18,use6,591.3368984,696.12834225,733.02673797,552.38502674,554.37433155,1047.27272727
output19,use0,788.47058824,626.31016043,952.7486631,509.26203209,576.96256684,1026.73796791
output19,use1,632.40641711,653.00534759,811.05882353,548.27807487,566.69518717,1041.11229947
output19,use2,498.93048128,737.19786096,381.88235294,780.32085561,552.32085561,1041.11229947
output19,use3,490.71657754,825.4973262,369.56149733,936.38502674,521.51871658,1045.21925134
output19,use4,533.83957219,835.76470588,418.84491979,965.13368984,509.19786096,1045.21925134
output19,use5,475.0,806.0,343.0,884.0,543.0,1048.0
output19,use6,644.72727273,683.80748663,767.93582888,527.74331551,564.64171123,1053.43315508
output20,use0,782.31016043,622.20320856,973.28342246,484.62032086,585.17647059,1039.05882353
output20,use1,677.5828877,675.59358289,841.86096257,558.54545455,566.69518717,1047.27272727
output20,use2,535.89304813,720.77005348,422.95187166,755.67914439,546.16042781,1041.11229947
output20,use3,486.60962567,819.3368984,357.24064171,936.38502674,517.41176471,1047.27272727
output20,use4,492.77005348,843.97860963,404.47058824,936.38502674,527.67914439,1051.37967914
output20,use5,468.12834225,819.3368984,301.79679144,911.74331551,535.89304813,1045.21925134
output20,use6,601.60427807,724.87700535,696.06417112,560.59893048,554.37433155,1057.54010695
output21,use0,786.4171123,613.98930481,985.60427807,492.8342246,597.4973262,1014.4171123
output21,use1,659.10160428,650.95187166,819.27272727,535.95721925,591.3368984,1034.95187166
output21,use2,511.2513369,731.03743316,447.59358289,745.41176471,564.64171123,1034.95187166
output21,use3,466.07486631,825.4973262,344.9197861,934.3315508,527.67914439,1047.27272727
output21,use4,480.44919786,829.60427807,379.82887701,917.90374332,521.51871658,1053.43315508
output21,use5,486.0,803.0,353.0,867.0,543.0,1048.0
output21,use6,583.12299465,689.96791444,718.65240642,564.70588235,560.53475936,1057.54010695
output22,use0,694.01069519,601.6684492,905.51871658,492.8342246,566.69518717,1034.95187166
output22,use1,576.96256684,663.27272727,687.85026738,560.59893048,579.01604278,1039.05882353
output22,use2,478.39572193,745.41176471,351.0802139,786.48128342,558.48128342,1047.27272727
output22,use3,459.9144385,837.81818182,338.75935829,917.90374332,529.73262032,1057.54010695
output22,use4,503.03743316,823.44385027,381.88235294,924.06417112,515.35828877,1041.11229947
output22,use5,528.0,793.0,389.0,861.0,543.0,1048.0
output22,use6,638.56684492,689.96791444,769.98930481,564.70588235,570.80213904,1051.37967914
output23,use0,769.98930481,632.47058824,942.48128342,480.51336898,564.64171123,1045.21925134
output23,use1,583.0,659.0,694.0,563.0,892.0,1056.0
output23,use2,461.96791444,757.73262032,363.40106952,757.73262032,542.05347594,1057.54010695
output23,use3,443.48663102,831.65775401,330.54545455,946.65240642,492.77005348,1051.37967914
output23,use4,486.60962567,835.76470588,404.47058824,940.49197861,496.87700535,1045.21925134
output23,use5,478.0,803.0,345.0,873.0,543.0,1048.0
output23,use6,583.12299465,696.12834225,718.65240642,529.79679144,548.21390374,1063.70053476
output24,use0,743.29411765,620.14973262,921.94652406,480.51336898,572.85561497,1053.43315508
output24,use1,591.0,666.0,707.0,574.0,892.0,1056.0
output24,use2,527.0,740.0,449.0,785.0,554.0,1033.0
output24,use3,502.0,837.0,417.0,926.0,510.0,1031.0
output24,use4,523.57219251,843.97860963,461.96791444,948.70588235,509.19786096,1022.63101604
output24,use5,487.0,832.0,376.0,939.0,543.0,1048.0
output24,use6,579.01604278,745.41176471,646.78074866,591.40106952,576.96256684,1010.31016043
output25,use0,763.82887701,622.20320856,924.0,462.03208556,583.12299465,1047.27272727
output25,use1,615.97860963,646.84491979,794.63101604,540.06417112,591.3368984,1032.89839572
output25,use2,519.0,735.0,419.0,778.0,554.0,1033.0
output25,use3,466.0,851.0,414.0,907.0,510.0,1031.0
output25,use4,486.60962567,848.0855615,398.31016043,961.02673797,509.19786096,1057.54010695
output25,use5,468.12834225,807.01604278,344.9197861,887.10160428,546.16042781,1053.43315508
output25,use6,799.0,626.0,879.0,498.0,881.0,1027.0
output26,use0,848.02139037,640.68449198,997.92513369,492.8342246,589.28342246,1045.21925134
output26,use1,607.76470588,687.9144385,769.98930481,577.02673797,583.12299465,1016.47058824
output26,use2,461.96791444,786.48128342,336.70588235,829.60427807,554.37433155,1016.47058824
output26,use3,478.39572193,856.29946524,375.72192513,946.65240642,515.35828877,1022.63101604
output26,use4,480.44919786,848.0855615,392.14973262,961.02673797,505.09090909,1014.4171123
output26,use5,485.0,803.0,366.0,837.0,543.0,1048.0
output26,use6,767.93582888,640.68449198,915.78609626,480.51336898,583.12299465,1045.21925134
output27,use0,788.47058824,640.68449198,973.28342246,505.15508021,628.29946524,1016.47058824
output27,use1,634.45989305,708.44919786,804.89839572,613.98930481,591.3368984,1026.73796791
output27,use2,503.03743316,786.48128342,388.04278075,885.04812834,554.37433155,1028.79144385
output27,use3,478.39572193,868.62032086,385.98930481,985.6684492,496.87700535,1034.95187166
output27,use4,505.09090909,848.0855615,449.64705882,952.81283422,509.19786096,1032.89839572
output27,use5,472.23529412,841.92513369,314.11764706,917.90374332,558.48128342,1030.84491979
output27,use6,611.87165775,702.28877005,728.9197861,562.65240642,566.69518717,1049.32620321
output28,use0,735.0802139,653.00534759,924.0,486.67379679,572.85561497,1055.48663102
output28,use1,579.01604278,708.44919786,722.75935829,616.04278075,566.69518717,1055.48663102
output28,use2,498.93048128,770.05347594,390.09625668,831.65775401,544.10695187,1041.11229947
output28,use3,468.12834225,837.81818182,367.50802139,950.75935829,511.2513369,1067.80748663
output28,use4,480.44919786,843.97860963,431.1657754,963.0802139,515.35828877,1043.1657754
output28,use5,449.64705882,843.97860963,289.47593583,969.24064171,509.19786096,1043.1657754
output28,use6,554.37433155,747.46524064,657.04812834,603.72192513,523.57219251,1043.1657754
output29,use0,696.06417112,642.73796791,880.87700535,501.04812834,552.32085561,1043.1657754
output29,use1,571.0,679.0,673.0,608.0,892.0,1056.0
output29,use2,480.44919786,765.94652406,381.88235294,825.4973262,552.32085561,1041.11229947
output29,use3,478.39572193,837.81818182,367.50802139,954.86631016,503.03743316,1053.43315508
output29,use4,496.87700535,846.03208556,410.63101604,942.54545455,492.77005348,1049.32620321
output29,use5,471.0,817.0,349.0,894.0,543.0,1048.0
output29,use6,615.97860963,704.34224599,739.18716578,542.11764706,579.01604278,1028.79144385
output30,use0,743.29411765,646.84491979,909.62566845,476.40641711,579.01604278,1073.96791444
output30,use1,589.28342246,685.86096257,696.06417112,579.0802139,579.01604278,1047.27272727
output30,use2,484.55614973,765.94652406,342.86631016,802.90909091,535.89304813,1061.64705882
output30,use3,468.0,858.0,412.0,907.0,510.0,1031.0
output30,use4,517.41176471,837.81818182,412.68449198,961.02673797,509.19786096,1030.84491979
output30,use5,474.0,819.0,352.0,902.0,543.0,1048.0
output30,use6,601.60427807,710.5026738,724.81283422,556.49197861,591.3368984,1022.63101604
output31,use0,689.90374332,655.05882353,891.14438503,513.36898396,576.96256684,1034.95187166
output31,use1,566.0,697.0,677.0,614.0,892.0,1056.0
output31,use2,498.93048128,776.21390374,400.36363636,839.87165775,535.89304813,1043.1657754
output31,use3,486.60962567,837.81818182,404.47058824,963.0802139,517.41176471,1061.64705882
output31,use4,505.09090909,837.81818182,441.43315508,930.22459893,503.03743316,1043.1657754
output31,use5,461.96791444,813.17647059,289.47593583,932.27807487,540.0,1047.27272727
output31,use6,597.4973262,726.93048128,737.13368984,554.43850267,564.64171123,1043.1657754
output32,use0,743.29411765,671.48663102,924.0,476.40641711,591.3368984,1037.00534759
output32,use1,597.4973262,720.77005348,730.97326203,618.09625668,589.28342246,1034.95187166
output32,use2,509.19786096,782.37433155,361.34759358,887.10160428,540.0,1063.70053476
output32,use3,509.19786096,817.28342246,404.47058824,946.65240642,509.19786096,1051.37967914
output32,use4,498.93048128,829.60427807,404.47058824,924.06417112,509.19786096,1041.11229947
output32,use5,503.03743316,800.85561497,369.56149733,856.29946524,579.01604278,1032.89839572
output32,use6,702.22459893,665.32620321,897.30481283,496.94117647,601.60427807,1022.63101604
output33,use0,757.6684492,653.00534759,940.42780749,517.47593583,615.97860963,1026.73796791
output33,use1,554.37433155,694.07486631,671.42245989,613.98930481,591.3368984,1016.47058824
output33,use2,486.60962567,770.05347594,338.75935829,868.62032086,529.73262032,1045.21925134
output33,use3,490.71657754,835.76470588,410.63101604,936.38502674,498.93048128,1022.63101604
output33,use4,505.09090909,841.92513369,418.84491979,954.86631016,527.67914439,1041.11229947
output33,use5,466.07486631,813.17647059,307.95721925,874.78074866,548.21390374,1039.05882353
output33,use6,665.26203209,665.32620321,786.4171123,486.67379679,579.01604278,1034.95187166
output34,use0,708.38502674,634.52406417,899.35828877,492.8342246,585.17647059,1026.73796791
output34,use1,561.0,697.0,644.0,622.0,582.0,1028.0
output34,use2,486.60962567,792.64171123,342.86631016,860.40641711,546.16042781,1065.7540107
output34,use3,486.60962567,856.29946524,375.72192513,965.13368984,505.09090909,1051.37967914
output34,use4,503.03743316,841.92513369,447.59358289,958.97326203,486.60962567,1045.21925134
output34,use5,472.23529412,829.60427807,295.63636364,930.22459893,540.0,1045.21925134
output34,use6,628.29946524,696.12834225,751.50802139,542.11764706,579.01604278,1020.57754011
output35,use0,739.18716578,675.59358289,915.78609626,523.63636364,613.92513369,1020.57754011
output35,use1,566.0,693.0,662.0,637.0,582.0,1028.0
output35,use2,474.28877005,757.73262032,361.34759358,788.53475936,535.89304813,1045.21925134
output35,use3,479.0,835.0,382.0,918.0,495.0,1010.0
output35,use4,467.0,880.0,491.0,881.0,517.0,1014.0
output35,use5,469.0,825.0,324.0,929.0,543.0,1048.0
output35,use6,554.37433155,745.41176471,620.0855615,603.72192513,566.69518717,1051.37967914
output36,use0,720.70588235,675.59358289,897.30481283,509.26203209,585.17647059,1059.59358289
output36,use1,585.0,687.0,703.0,613.0,582.0,1028.0
output36,use2,496.87700535,739.2513369,412.68449198,774.16042781,552.32085561,1028.79144385
output36,use3,491.0,834.0,408.0,923.0,495.0,1010.0
output36,use4,521.51871658,866.56684492,418.84491979,961.02673797,492.77005348,1039.05882353
output36,use5,480.44919786,841.92513369,338.75935829,930.22459893,511.2513369,1026.73796791
output36,use6,585.17647059,718.71657754,730.97326203,577.02673797,570.80213904,1034.95187166
output37,use0,739.18716578,616.04278075,897.30481283,472.29946524,583.12299465,1026.73796791
output37,use1,572.85561497,657.11229947,755.61497326,566.75935829,552.32085561,1041.11229947
output37,use2,496.87700535,768.0,379.82887701,819.3368984,554.37433155,1032.89839572
output37,use3,486.60962567,837.81818182,388.04278075,942.54545455,505.09090909,1028.79144385
output37,use4,492.77005348,837.81818182,394.20320856,936.38502674,492.77005348,1053.43315508
output37,use5,476.0,805.0,350.0,863.0,543.0,1048.0
output37,use6,628.29946524,683.80748663,792.57754011,523.63636364,585.17647059,1032.89839572
output38,use0,763.82887701,650.95187166,936.32085561,503.10160428,595.44385027,1045.21925134
output38,use1,597.4973262,724.87700535,755.61497326,653.00534759,572.85561497,1047.27272727
output38,use2,509.19786096,794.69518717,398.31016043,878.88770053,523.57219251,1065.7540107
output38,use3,474.28877005,862.45989305,344.9197861,989.77540107,490.71657754,1041.11229947
output38,use4,486.60962567,850.13903743,388.04278075,958.97326203,523.57219251,1032.89839572
output38,use5,484.0,812.0,362.0,880.0,543.0,1048.0
output38,use6,613.92513369,718.71657754,708.38502674,529.79679144,564.64171123,1059.59358289
output39,use0,774.09625668,638.63101604,917.83957219,480.51336898,613.92513369,1026.73796791
output39,use1,620.0855615,689.96791444,743.29411765,583.18716578,576.96256684,1045.21925134
output39,use2,503.03743316,776.21390374,404.47058824,813.17647059,548.21390374,1045.21925134
output39,use3,471.0,858.0,392.0,916.0,495.0,1010.0
output39,use4,478.39572193,854.2459893,373.6684492,940.49197861,505.09090909,1057.54010695
output39,use5,468.12834225,825.4973262,283.31550802,887.10160428,560.53475936,1047.27272727
output39,use6,609.81818182,700.23529412,751.50802139,515.42245989,607.76470588,1016.47058824
output40,use0,712.49197861,644.79144385,905.51871658,498.99465241,576.96256684,1057.54010695
output40,use1,609.81818182,677.64705882,774.09625668,579.0802139,591.3368984,1032.89839572
output40,use2,509.19786096,763.89304813,429.11229947,798.80213904,533.83957219,1041.11229947
output40,use3,500.0,842.0,455.0,891.0,498.0,1004.0
output40,use4,498.93048128,862.45989305,418.84491979,961.02673797,490.71657754,1059.59358289
output40,use5,480.44919786,819.3368984,301.79679144,891.20855615,529.73262032,1041.11229947
output40,use6,671.42245989,671.48663102,804.89839572,517.47593583,576.96256684,1020.57754011
output41,use0,774.09625668,626.31016043,948.64171123,472.29946524,609.81818182,1022.63101604
output41,use1,613.92513369,694.07486631,739.18716578,603.72192513,572.85561497,1063.70053476
output41,use2,509.19786096,755.67914439,381.88235294,823.44385027,548.21390374,1045.21925134
output41,use3,490.71657754,841.92513369,363.40106952,922.01069519,480.44919786,1032.89839572
output41,use4,527.67914439,854.2459893,435.27272727,948.70588235,486.60962567,1020.57754011
output41,use5,486.60962567,831.65775401,312.06417112,897.36898396,535.89304813,1034.95187166
output41,use6,689.90374332,669.43315508,831.59358289,486.67379679,585.17647059,1016.47058824
output42,use0,819.27272727,628.36363636,1010.2459893,474.35294118,591.3368984,1041.11229947
output42,use1,657.04812834,681.7540107,854.18181818,570.86631016,576.96256684,1053.43315508
output42,use2,503.03743316,751.57219251,437.32620321,755.67914439,535.89304813,1063.70053476
output42,use3,509.19786096,843.97860963,367.50802139,948.70588235,517.41176471,1051.37967914
output42,use4,540.0,854.2459893,468.12834225,985.6684492,505.09090909,1059.59358289
output42,use5,490.71657754,837.81818182,314.11764706,946.65240642,529.73262032,1076.02139037
output42,use6,585.17647059,737.19786096,675.52941176,552.38502674,570.80213904,1045.21925134
output43,use0,786.4171123,644.79144385,930.16042781,441.4973262,603.65775401,1032.89839572
output43,use1,669.36898396,681.7540107,823.37967914,548.27807487,601.60427807,1032.89839572
output43,use2,503.03743316,768.0,388.04278075,841.92513369,523.57219251,1071.9144385
output43,use3,496.87700535,872.72727273,410.63101604,977.45454545,505.09090909,1045.21925134
output43,use4,523.57219251,848.0855615,443.48663102,967.18716578,505.09090909,1034.95187166
output43,use5,466.07486631,813.17647059,293.5828877,885.04812834,546.16042781,1034.95187166
output43,use6,687.85026738,646.84491979,788.47058824,474.35294118,585.17647059,1028.79144385
output44,use0,743.29411765,632.47058824,899.35828877,455.87165775,597.4973262,1034.95187166
output44,use1,572.85561497,683.80748663,683.74331551,560.59893048,579.01604278,1045.21925134
output44,use2,484.55614973,798.80213904,338.75935829,856.29946524,523.57219251,1045.21925134
output44,use3,473.0,874.0,430.0,928.0,498.0,1004.0
output44,use4,527.67914439,848.0855615,425.00534759,946.65240642,521.51871658,1057.54010695
output44,use5,498.93048128,811.12299465,326.43850267,872.72727273,548.21390374,1059.59358289
output44,use6,663.20855615,681.7540107,792.57754011,509.26203209,579.01604278,1063.70053476
output45,use0,751.50802139,613.98930481,915.78609626,437.39037433,595.44385027,1057.54010695
output45,use1,591.3368984,677.64705882,706.3315508,570.86631016,579.01604278,1053.43315508
output45,use2,508.0,753.0,413.0,814.0,554.0,1033.0
output45,use3,486.0,863.0,415.0,926.0,498.0,1004.0
output45,use4,517.41176471,856.29946524,422.95187166,967.18716578,503.03743316,1051.37967914
output45,use5,480.44919786,813.17647059,314.11764706,891.20855615,533.83957219,1045.21925134
output45,use6,570.80213904,714.60962567,683.74331551,570.86631016,576.96256684,1047.27272727
output46,use0,702.22459893,640.68449198,878.82352941,472.29946524,620.0855615,1026.73796791
output46,use1,556.0,668.0,665.0,584.0,582.0,1028.0
output46,use2,498.0,754.0,412.0,792.0,554.0,1033.0
output46,use3,489.0,849.0,416.0,920.0,498.0,1004.0
output46,use4,455.0,885.0,487.0,905.0,504.0,1022.0
output46,use5,466.0,826.0,333.0,909.0,543.0,1048.0
output46,use6,576.96256684,714.60962567,702.22459893,529.79679144,589.28342246,1047.27272727
output47,use0,712.49197861,657.11229947,868.55614973,480.51336898,609.81818182,1028.79144385
output47,use1,601.60427807,683.80748663,733.02673797,540.06417112,609.81818182,1010.31016043
output47,use2,486.60962567,763.89304813,381.88235294,751.57219251,564.64171123,1047.27272727
output47,use3,498.93048128,835.76470588,373.6684492,934.3315508,523.57219251,1032.89839572
output47,use4,511.2513369,856.29946524,416.79144385,952.81283422,515.35828877,1076.02139037
output47,use5,489.0,819.0,366.0,880.0,543.0,1048.0
output47,use6,583.12299465,712.55614973,689.90374332,566.75935829,572.85561497,1034.95187166
output48,use0,714.54545455,638.63101604,880.87700535,466.13903743,613.92513369,1008.25668449
output48,use1,607.76470588,696.12834225,743.29411765,558.54545455,634.45989305,1016.47058824
output48,use2,517.41176471,763.89304813,381.88235294,807.01604278,533.83957219,1041.11229947
output48,use3,499.0,807.0,420.0,879.0,498.0,1004.0
output48,use4,515.35828877,831.65775401,398.31016043,917.90374332,498.93048128,1047.27272727
output48,use5,486.60962567,823.44385027,336.70588235,841.92513369,540.0,1053.43315508
output48,use6,628.29946524,720.77005348,726.86631016,523.63636364,583.12299465,1016.47058824
output49,use0,726.86631016,663.27272727,891.14438503,480.51336898,597.4973262,1022.63101604
output49,use1,595.44385027,700.23529412,669.36898396,558.54545455,597.4973262,1020.57754011
output49,use2,517.41176471,761.83957219,392.14973262,823.44385027,527.67914439,1045.21925134
output49,use3,521.51871658,837.81818182,400.36363636,940.49197861,511.2513369,1032.89839572
output49,use4,527.67914439,856.29946524,429.11229947,942.54545455,515.35828877,1041.11229947
output49,use5,480.44919786,837.81818182,318.22459893,854.2459893,533.83957219,1028.79144385
output49,use6,595.44385027,687.9144385,726.86631016,527.74331551,589.28342246,1041.11229947
output50,use0,689.90374332,644.79144385,884.98395722,496.94117647,597.4973262,1051.37967914
output50,use1,542.05347594,681.7540107,671.42245989,577.02673797,579.01604278,1057.54010695
output50,use2,486.60962567,763.89304813,342.86631016,823.44385027,552.32085561,1047.27272727
output50,use3,507.0,828.0,433.0,923.0,498.0,1004.0
output50,use4,515.35828877,848.0855615,437.32620321,954.86631016,515.35828877,1045.21925134
output50,use5,474.28877005,835.76470588,293.5828877,903.52941176,542.05347594,1032.89839572
output50,use6,572.85561497,718.71657754,652.94117647,591.40106952,585.17647059,1051.37967914
output51,use0,700.17112299,640.68449198,848.02139037,474.35294118,595.44385027,1045.21925134
output51,use1,595.44385027,669.43315508,751.50802139,560.59893048,601.60427807,1026.73796791
output51,use2,509.19786096,743.35828877,437.32620321,726.93048128,552.32085561,1059.59358289
output51,use3,479.0,823.0,384.0,890.0,498.0,1004.0
output51,use4,490.71657754,848.0855615,412.68449198,924.06417112,505.09090909,1039.05882353
output51,use5,480.44919786,831.65775401,326.43850267,903.52941176,521.51871658,1045.21925134
output51,use6,521.51871658,749.51871658,474.28877005,669.43315508,572.85561497,1059.59358289
output52,use0,694.01069519,644.79144385,854.18181818,474.35294118,579.01604278,1059.59358289
output52,use1,638.56684492,687.9144385,811.05882353,554.43850267,622.13903743,1008.25668449
output52,use2,511.2513369,718.71657754,523.57219251,745.41176471,554.37433155,1051.37967914
output52,use3,479.0,805.0,381.0,887.0,498.0,1004.0
output52,use4,486.60962567,850.13903743,431.1657754,971.29411765,517.41176471,1071.9144385
output52,use5,472.23529412,823.44385027,314.11764706,958.97326203,527.67914439,1051.37967914
output52,use6,517.41176471,743.35828877,529.73262032,597.56149733,548.21390374,1069.86096257
output53,use0,681.68983957,626.31016043,866.5026738,468.19251337,572.85561497,1082.18181818
output53,use1,576.0,660.0,696.0,569.0,582.0,1028.0
output53,use2,511.2513369,733.09090909,416.79144385,720.77005348,548.21390374,1063.70053476
output53,use3,507.0,814.0,436.0,886.0,498.0,1004.0
output53,use4,527.67914439,854.2459893,443.48663102,942.54545455,523.57219251,1057.54010695
output53,use5,508.0,811.0,374.0,873.0,529.0,1034.0
output53,use6,564.64171123,743.35828877,583.12299465,607.82887701,579.01604278,1022.63101604
output54,use0,694.01069519,659.1657754,893.19786096,517.47593583,591.3368984,1032.89839572
output54,use1,587.0,678.0,709.0,580.0,582.0,1028.0
output54,use2,509.19786096,749.51871658,416.79144385,755.67914439,542.05347594,1057.54010695
output54,use3,478.0,843.0,374.0,907.0,498.0,1004.0
output54,use4,511.2513369,829.60427807,425.00534759,946.65240642,521.51871658,1065.7540107
output54,use5,514.0,820.0,393.0,889.0,529.0,1034.0
output54,use6,597.4973262,761.83957219,671.42245989,665.32620321,583.12299465,1014.4171123
output55,use0,726.86631016,669.43315508,948.64171123,552.38502674,607.76470588,1034.95187166
output55,use1,607.76470588,712.55614973,774.09625668,593.45454545,570.80213904,1061.64705882
output55,use2,496.87700535,784.42780749,381.88235294,823.44385027,560.53475936,1055.48663102
output55,use3,480.0,860.0,406.0,926.0,498.0,1004.0
output55,use4,505.09090909,854.2459893,418.84491979,934.3315508,505.09090909,1051.37967914
output55,use5,461.96791444,817.28342246,326.43850267,897.36898396,552.32085561,1057.54010695
output55,use6,615.97860963,735.14438503,755.61497326,589.34759358,613.92513369,1018.52406417
output56,use0,706.3315508,710.5026738,893.19786096,525.68983957,585.17647059,1067.80748663
output56,use1,570.80213904,706.39572193,702.22459893,620.14973262,591.3368984,1039.05882353
output56,use2,487.0,783.0,399.0,824.0,559.0,1031.0
output56,use3,463.0,865.0,401.0,926.0,498.0,1004.0
output56,use4,478.0,872.0,464.0,926.0,515.0,1031.0
output56,use5,472.23529412,829.60427807,295.63636364,928.17112299,533.83957219,1055.48663102
output56,use6,560.53475936,759.78609626,605.71122995,636.57754011,560.53475936,1043.1657754
output57,use0,708.38502674,685.86096257,889.09090909,521.5828877,593.39037433,1043.1657754
output57,use1,573.0,705.0,684.0,620.0,582.0,1028.0
output57,use2,535.89304813,759.78609626,412.68449198,784.42780749,552.32085561,1051.37967914
output57,use3,489.0,833.0,404.0,886.0,498.0,1004.0
output57,use4,463.0,876.0,480.0,889.0,515.0,1031.0
output57,use5,478.0,825.0,364.0,898.0,529.0,1034.0
output57,use6,581.06951872,747.46524064,708.38502674,583.18716578,581.06951872,1039.05882353
output58,use0,753.56149733,648.89839572,913.73262032,521.5828877,609.81818182,1030.84491979
output58,use1,618.03208556,702.28877005,774.09625668,603.72192513,613.92513369,1030.84491979
output58,use2,531.0,753.0,480.0,791.0,559.0,1031.0
output58,use3,494.0,837.0,382.0,897.0,498.0,1004.0
